pclass,survived,name,sex,age,sibsp,parch,ticket,fare,cabin,embarked,boat,body,home.dest
2,no,"Carter, Rev. Ernest Courtenay",male,54,1,0,244252,26,,S,,,London
2,no,"Downton, Mr. William James",male,54,0,0,28403,26,,S,,,"Holley, NY"
2,no,"Howard, Mrs. Benjamin (Ellen Truelove Arman)",female,60,1,0,24065,26,,S,,,"Swindon, England"
2,no,"Howard, Mr. Benjamin",male,63,1,0,24065,26,,S,,,"Swindon, England"
2,no,"Collyer, Mr. Harvey",male,31,1,1,C.A. 31921,26.25,,S,,,"Bishopstoke, Hants / Fayette Valley, ID"
2,no,"Hart, Mr. Benjamin",male,43,1,1,F.C.C. 13529,26.25,,S,,,"Ilford, Essex / Winnipeg, MB"
2,no,"Jacobsohn, Mr. Sidney Samuel",male,42,1,0,243847,27,,S,,,London
2,no,"del Carlo, Mr. Sebastiano",male,29,1,0,SC/PARIS 2167,27.7208,,C,,295,"Lucca, Italy / California"
2,no,"West, Mr. Edwy Arthur",male,36,1,2,C.A. 34651,27.75,,S,,,"Bournmouth, England"
2,no,"Nasser, Mr. Nicholas",male,32.5,1,0,237736,30.0708,,C,,43,"New York, NY"
2,no,"Jefferys, Mr. Ernest Wilfred",male,22,2,0,C.A. 31029,31.5,,S,,,"Guernsey / Elizabeth, NJ"
2,no,"Jefferys, Mr. Clifford Thomas",male,24,2,0,C.A. 31029,31.5,,S,,,"Guernsey / Elizabeth, NJ"
2,no,"Denbury, Mr. Herbert",male,25,0,0,C.A. 31029,31.5,,S,,,"Guernsey / Elizabeth, NJ"
2,no,"Drew, Mr. James Vivian",male,42,1,1,28220,32.5,,S,,,"Greenport, NY"
2,no,"Harper, Rev. John",male,28,0,1,248727,33,,S,,,"Denmark Hill, Surrey / Chicago"
2,no,"Nicholls, Mr. Joseph Charles",male,19,1,1,C.A. 33112,36.75,,S,,101,"Cornwall / Hancock, MI"
2,no,"Mallet, Mr. Albert",male,31,1,1,S.C./PARIS 2079,37.0042,,C,,,"Paris / Montreal, PQ"
2,no,"Brown, Mr. Thomas William Solomon",male,60,1,1,29750,39,,S,,,"Cape Town, South Africa / Seattle, WA"
2,no,"Laroche, Mr. Joseph Philippe Lemercier",male,25,1,2,SC/Paris 2123,41.5792,,C,,,Paris / Haiti
2,no,"Sweet, Mr. George Frederick",male,14,0,0,220845,65,,S,,,"Somerset / Bernardsville, NJ"
2,no,"Herman, Mr. Samuel",male,49,1,2,220845,65,,S,,,"Somerset / Bernardsville, NJ"
2,no,"Deacon, Mr. Percy William",male,17,0,0,S.O.C. 14879,73.5,,S,,,
2,no,"Davies, Mr. Charles Henry",male,18,0,0,S.O.C. 14879,73.5,,S,,,"Lyndhurst, England"
2,no,"Dibden, Mr. William",male,18,0,0,S.O.C. 14879,73.5,,S,,,"New Forest, England"
2,no,"Hickman, Mr. Stanley George",male,21,2,0,S.O.C. 14879,73.5,,S,,,"West Hampstead, London / Neepawa, MB"
2,no,"Hood, Mr. Ambrose Jr",male,21,0,0,S.O.C. 14879,73.5,,S,,,"New Forest, England"
2,no,"Hickman, Mr. Leonard Mark",male,24,2,0,S.O.C. 14879,73.5,,S,,,"West Hampstead, London / Neepawa, MB"
2,no,"Hickman, Mr. Lewis",male,32,2,0,S.O.C. 14879,73.5,,S,,256,"West Hampstead, London / Neepawa, MB"
3,no,"Johnson, Mr. William Cahoone Jr",male,19,0,0,LINE,0,,S,,,
3,no,"Leonard, Mr. Lionel",male,36,0,0,LINE,0,,S,,,
3,no,"Johnson, Mr. Alfred",male,49,0,0,LINE,0,,S,,,
3,no,"Betros, Mr. Tannous",male,20,0,0,2648,4.0125,,C,,,Syria
3,no,"Nysveen, Mr. Johan Hansen",male,61,0,0,345364,6.2375,,S,,,
3,no,"Lemberopolous, Mr. Peter L",male,34.5,0,0,2683,6.4375,,C,,196,
3,no,"Thomas, Mr. Charles P",male,29.88113,1,0,2621,6.4375,,C,,,
3,no,"Thomas, Mr. John",male,29.88113,0,0,2681,6.4375,,C,,,
3,no,"Holm, Mr. John Fredrik Alexander",male,43,0,0,C 7075,6.45,,S,,,
3,no,"Wiklund, Mr. Jakob Alfred",male,18,1,0,3101267,6.4958,,S,,314,
3,no,"Wiklund, Mr. Karl Johan",male,21,1,0,3101266,6.4958,,S,,,
3,no,"Johanson, Mr. Jakob Alfred",male,34,0,0,3101264,6.4958,,S,,143,
3,no,"Hegarty, Miss. Hanora ""Nora""",female,18,0,0,365226,6.75,,Q,,,
3,no,"Burke, Mr. Jeremiah",male,19,0,0,365222,6.75,,Q,,,"Co Cork, Ireland Charlestown, MA"
3,no,"Hart, Mr. Henry",male,29.88113,0,0,394140,6.8583,,Q,,,
3,no,"Flynn, Mr. John",male,29.88113,0,0,368323,6.95,,Q,,,
3,no,"Ekstrom, Mr. Johan",male,45,0,0,347061,6.975,,S,,,"Effington Rut, SD"
3,no,"Pearce, Mr. Ernest",male,29.88113,0,0,343271,7,,S,,,
3,no,"Braund, Mr. Lewis Richard",male,29,1,0,3460,7.0458,,S,,,"Bridgerule, Devon"
3,no,"Coelho, Mr. Domingos Fernandeo",male,20,0,0,SOTON/O.Q. 3101307,7.05,,S,,,Portugal
3,no,"Assam, Mr. Ali",male,23,0,0,SOTON/O.Q. 3101309,7.05,,S,,,
3,no,"Ali, Mr. Ahmed",male,24,0,0,SOTON/O.Q. 3101311,7.05,,S,,,
3,no,"Ali, Mr. William",male,25,0,0,SOTON/O.Q. 3101312,7.05,,S,,79,Argentina
3,no,"Sutehall, Mr. Henry Jr",male,25,0,0,SOTON/OQ 392076,7.05,,S,,,
3,no,"Asim, Mr. Adola",male,35,0,0,SOTON/O.Q. 3101310,7.05,,S,,,
3,no,"Goncalves, Mr. Manuel Estanslas",male,38,0,0,SOTON/O.Q. 3101306,7.05,,S,,,Portugal
3,no,"Jardin, Mr. Jose Neto",male,29.88113,0,0,SOTON/O.Q. 3101305,7.05,,S,,,
3,no,"Jensen, Mr. Svend Lauritz",male,17,1,0,350048,7.0542,,S,,,
3,no,"Lundahl, Mr. Johan Svensson",male,51,0,0,347743,7.0542,,S,,,
3,no,"Kallio, Mr. Nikolai Erland",male,17,0,0,STON/O 2. 3101274,7.125,,S,,,
3,no,"Maenpaa, Mr. Matti Alexanteri",male,22,0,0,STON/O 2. 3101275,7.125,,S,,,
3,no,"Rintamaki, Mr. Matti",male,35,0,0,STON/O 2. 3101273,7.125,,S,,,
3,no,"Nirva, Mr. Iisakki Antino Aijo",male,41,0,0,SOTON/O2 3101272,7.125,,S,,,"Finland Sudbury, ON"
3,no,"Baccos, Mr. Raffull",male,20,0,0,2679,7.225,,C,,,
3,no,"Assaf, Mr. Gerios",male,21,0,0,2692,7.225,,C,,,"Ottawa, ON"
3,no,"Daher, Mr. Shedid",male,22.5,0,0,2698,7.225,,C,,9,
3,no,"Saad, Mr. Khalil",male,25,0,0,2672,7.225,,C,,,
3,no,"Zakarian, Mr. Mapriededer",male,26.5,0,0,2656,7.225,,C,,304,
3,no,"Zakarian, Mr. Ortin",male,27,0,0,2670,7.225,,C,,,
3,no,"Attalah, Mr. Sleiman",male,30,0,0,2694,7.225,,C,,,"Ottawa, ON"
3,no,"Badt, Mr. Mohamed",male,40,0,0,2623,7.225,,C,,,
3,no,"Youseff, Mr. Gerious",male,45.5,0,0,2628,7.225,,C,,312,
3,no,"Boulos, Mr. Hanna",male,29.88113,0,0,2664,7.225,,C,,,Syria
3,no,"Elias, Mr. Dibo",male,29.88113,0,0,2674,7.225,,C,,,
3,no,"Emir, Mr. Farred Chehab",male,29.88113,0,0,2631,7.225,,C,,,
3,no,"Lahoud, Mr. Sarkis",male,29.88113,0,0,2624,7.225,,C,,,
3,no,"Saade, Mr. Jean Nassr",male,29.88113,0,0,2676,7.225,,C,,,
3,no,"Thomas, Mr. Tannous",male,29.88113,0,0,2684,7.225,,C,,,
3,no,"Yousif, Mr. Wazli",male,29.88113,0,0,2647,7.225,,C,,,
3,no,"Elias, Mr. Tannous",male,15,1,1,2695,7.2292,,C,,,Syria
3,no,"Elias, Mr. Joseph Jr",male,17,1,1,2690,7.2292,,C,,,
3,no,"Katavelas, Mr. Vassilios (""Catavelas Vassilios"")",male,18.5,0,0,2682,7.2292,,C,,58,
3,no,"Sirayanian, Mr. Orsen",male,22,0,0,2669,7.2292,,C,,,
3,no,"Hanna, Mr. Mansour",male,23.5,0,0,2693,7.2292,,C,,188,
3,no,"Novel, Mr. Mansouer",male,28.5,0,0,2697,7.2292,,C,,181,
3,no,"Ibrahim Shawah, Mr. Yousseff",male,30,0,0,2685,7.2292,,C,,,
3,no,"Elias, Mr. Joseph",male,39,0,2,2675,7.2292,,C,,,"Syria Ottawa, ON"
3,no,"Betros, Master. Seman",male,29.88113,0,0,2622,7.2292,,C,,,
3,no,"Doharr, Mr. Tannous",male,29.88113,0,0,2686,7.2292,,C,,,
3,no,"Kassem, Mr. Fared",male,29.88113,0,0,2700,7.2292,,C,,,
3,no,"Mardirosian, Mr. Sarkis",male,29.88113,0,0,2655,7.2292,F E46,C,,,
3,no,"Nasr, Mr. Mustafa",male,29.88113,0,0,2652,7.2292,,C,,,
3,no,"Razi, Mr. Raihed",male,29.88113,0,0,2629,7.2292,,C,,,
3,no,"Saad, Mr. Amin",male,29.88113,0,0,2671,7.2292,,C,,,
3,no,"Torfa, Mr. Assad",male,29.88113,0,0,2673,7.2292,,C,,,
3,no,"Toufik, Mr. Nakli",male,29.88113,0,0,2641,7.2292,,C,,,
3,no,"Lovell, Mr. John Hall (""Henry"")",male,20.5,0,0,A/5 21173,7.25,,S,,,
3,no,"Windelov, Mr. Einar",male,21,0,0,SOTON/OQ 3101317,7.25,,S,,,
3,no,"Braund, Mr. Owen Harris",male,22,1,0,A/5 21171,7.25,,S,,,"Bridgerule, Devon"
3,no,"Dennis, Mr. Samuel",male,22,0,0,A/5 21172,7.25,,S,,,
3,no,"Perkin, Mr. John Henry",male,22,0,0,A/5 21174,7.25,,S,,,
3,no,"Colbert, Mr. Patrick",male,24,0,0,371109,7.25,,Q,,,"Co Limerick, Ireland Sherbrooke, PQ"
3,no,"Harmer, Mr. Abraham (David Lishin)",male,25,0,0,374887,7.25,,S,B,,
3,no,"Carver, Mr. Alfred John",male,28,0,0,392095,7.25,,S,,,"St Denys, Southampton, Hants"
3,no,"Adahl, Mr. Mauritz Nils Martin",male,30,0,0,C 7076,7.25,,S,,72,"Asarum, Sweden Brooklyn, NY"
3,no,"Dennis, Mr. William",male,36,0,0,A/5 21175,7.25,,S,,,
3,no,"Saether, Mr. Simon Sivertsen",male,38.5,0,0,SOTON/O.Q. 3101262,7.25,,S,,32,
3,no,"Elsbury, Mr. William James",male,47,0,0,A/5 3902,7.25,,S,,,"Illinois, USA"
3,no,"Coxon, Mr. Daniel",male,59,0,0,364500,7.25,,S,,,"Merrill, WI"
3,no,"Franklin, Mr. Charles (Charles Fardon)",male,29.88113,0,0,SOTON/O.Q. 3101314,7.25,,S,,,
3,no,"Keefe, Mr. Arthur",male,29.88113,0,0,323592,7.25,,S,A,,
3,no,"Reed, Mr. James George",male,29.88113,0,0,362316,7.25,,S,,,
3,no,"Wiseman, Mr. Phillippe",male,29.88113,0,0,A/4. 34244,7.25,,S,,,
3,no,"Buckley, Miss. Katherine",female,18.5,0,0,329944,7.2833,,Q,,299,"Co Cork, Ireland Roxbury, MA"
3,no,"Olsen, Mr. Ole Martin",male,29.88113,0,0,Fa 265302,7.3125,,S,,,
3,no,"Coleff, Mr. Satio",male,24,0,0,349209,7.4958,,S,,,
3,no,"Coleff, Mr. Peju",male,36,0,0,349210,7.4958,,S,,,"Bulgaria Chicago, IL"
3,no,"Karlsson, Mr. Nils August",male,22,0,0,350060,7.5208,,S,,,
3,no,"Abbing, Mr. Anthony",male,42,0,0,C.A. 5547,7.55,,S,,,
3,no,"Harknett, Miss. Alice Phoebe",female,29.88113,0,0,W./C. 6609,7.55,,S,,,
3,no,"Lithman, Mr. Simon",male,29.88113,0,0,S.O./P.P. 251,7.55,,S,,,
3,no,"MacKay, Mr. George William",male,29.88113,0,0,C.A. 42795,7.55,,S,,,
3,no,"Warren, Mr. Charles William",male,29.88113,0,0,C.A. 49867,7.55,,S,,,
3,no,"Willey, Mr. Edward",male,29.88113,0,0,S.O./P.P. 751,7.55,,S,,,
3,no,"Sadowitz, Mr. Harry",male,29.88113,0,0,LP 1588,7.575,,S,,,
3,no,"Connolly, Miss. Kate",female,30,0,0,330972,7.6292,,Q,,,Ireland
3,no,"O'Sullivan, Miss. Bridget Mary",female,29.88113,0,0,330909,7.6292,,Q,,,
3,no,"Soholt, Mr. Peter Andreas Lauritz Andersen",male,19,0,0,348124,7.65,F G73,S,,,
3,no,"Moen, Mr. Sigurd Hansen",male,25,0,0,348123,7.65,F G73,S,,309,
3,no,"Humblen, Mr. Adolf Mathias Nicolai Olsen",male,42,0,0,348121,7.65,F G63,S,,120,
3,no,"Scanlan, Mr. James",male,29.88113,0,0,36209,7.725,,Q,,,
3,no,"Sadlier, Mr. Matthew",male,29.88113,0,0,367655,7.7292,,Q,,,
3,no,"Hagardon, Miss. Kate",female,17,0,0,AQ/3. 30631,7.7333,,Q,,,
3,no,"Charters, Mr. David",male,21,0,0,A/5. 13032,7.7333,,Q,,,"Ireland New York, NY"
3,no,"Conlon, Mr. Thomas Henry",male,31,0,0,21332,7.7333,,Q,,,"Philadelphia, PA"
3,no,"O'Connell, Mr. Patrick D",male,29.88113,0,0,334912,7.7333,,Q,,,
3,no,"Kilgannon, Mr. Thomas J",male,29.88113,0,0,36865,7.7375,,Q,,,
3,no,"Gallagher, Mr. Martin",male,25,0,0,36864,7.7417,,Q,,,"New York, NY"
3,no,"Bjorklund, Mr. Ernst Herbert",male,18,0,0,347090,7.75,,S,,,"Stockholm, Sweden New York"
3,no,"Myhrman, Mr. Pehr Fabian Oliver Malkolm",male,18,0,0,347078,7.75,,S,,,
3,no,"Canavan, Miss. Mary",female,21,0,0,364846,7.75,,Q,,,
3,no,"Canavan, Mr. Patrick",male,21,0,0,364858,7.75,,Q,,,"Ireland Philadelphia, PA"
3,no,"Doyle, Miss. Elizabeth",female,24,0,0,368702,7.75,,Q,,,"Ireland New York, NY"
3,no,"Mangan, Miss. Mary",female,30.5,0,0,364850,7.75,,Q,,61,
3,no,"Connaghton, Mr. Michael",male,31,0,0,335097,7.75,,Q,,,"Ireland Brooklyn, NY"
3,no,"Dooley, Mr. Patrick",male,32,0,0,370376,7.75,,Q,,,"Ireland New York, NY"
3,no,"McGowan, Miss. Katherine",female,35,0,0,9232,7.75,,Q,,,
3,no,"Carr, Miss. Jeannie",female,37,0,0,368364,7.75,,Q,,,"Co Sligo, Ireland Hartford, CT"
3,no,"Farrell, Mr. James",male,40.5,0,0,367232,7.75,,Q,,68,"Aughnacliff, Co Longford, Ireland New York, NY"
3,no,"Lindblom, Miss. Augusta Charlotta",female,45,0,0,347073,7.75,,S,,,
3,no,"Widegren, Mr. Carl/Charles Peter",male,51,0,0,347064,7.75,,S,,,
3,no,"Duane, Mr. Frank",male,65,0,0,336439,7.75,,Q,,,
3,no,"Connors, Mr. Patrick",male,70.5,0,0,370369,7.75,,Q,,171,
3,no,"Bourke, Miss. Mary",female,29.88113,0,2,364848,7.75,,Q,,,"Ireland Chicago, IL"
3,no,"Fleming, Miss. Honora",female,29.88113,0,0,364859,7.75,,Q,,,
3,no,"Flynn, Mr. James",male,29.88113,0,0,364851,7.75,,Q,,,
3,no,"Foley, Mr. William",male,29.88113,0,0,365235,7.75,,Q,,,Ireland
3,no,"Fox, Mr. Patrick",male,29.88113,0,0,368573,7.75,,Q,,,"Ireland New York, NY"
3,no,"Henry, Miss. Delia",female,29.88113,0,0,382649,7.75,,Q,,,
3,no,"Horgan, Mr. John",male,29.88113,0,0,370377,7.75,,Q,,,
3,no,"Keane, Mr. Andrew ""Andy""",male,29.88113,0,0,12460,7.75,,Q,,,
3,no,"Kiernan, Mr. John",male,29.88113,1,0,367227,7.75,,Q,,,
3,no,"Kiernan, Mr. Philip",male,29.88113,1,0,367229,7.75,,Q,,,
3,no,"Lane, Mr. Patrick",male,29.88113,0,0,7935,7.75,,Q,,,
3,no,"Mahon, Mr. John",male,29.88113,0,0,AQ/4 3130,7.75,,Q,,,
3,no,"McMahon, Mr. Martin",male,29.88113,0,0,370372,7.75,,Q,,,
3,no,"McNeill, Miss. Bridget",female,29.88113,0,0,370368,7.75,,Q,,,
3,no,"Mernagh, Mr. Robert",male,29.88113,0,0,368703,7.75,,Q,,,
3,no,"Morrow, Mr. Thomas Rowan",male,29.88113,0,0,372622,7.75,,Q,,,
3,no,"Naughton, Miss. Hannah",female,29.88113,0,0,365237,7.75,,Q,,,
3,no,"O'Connor, Mr. Maurice",male,29.88113,0,0,371060,7.75,,Q,,,
3,no,"O'Connor, Mr. Patrick",male,29.88113,0,0,366713,7.75,,Q,,,
3,no,"O'Donoghue, Ms. Bridget",female,29.88113,0,0,364856,7.75,,Q,,,
3,no,"Shaughnessy, Mr. Patrick",male,29.88113,0,0,370374,7.75,,Q,,,
3,no,"Smith, Mr. Thomas",male,29.88113,0,0,384461,7.75,,Q,,,
3,no,"Tobin, Mr. Roger",male,29.88113,0,0,383121,7.75,F38,Q,,,
3,no,"Eklund, Mr. Hans Linus",male,16,0,0,347074,7.775,,S,,,"Karberg, Sweden Jerome Junction, AZ"
3,no,"Edvardsson, Mr. Gustaf Hjalmar",male,18,0,0,349912,7.775,,S,,,"Tofta, Sweden Joliet, IL"
3,no,"Pettersson, Miss. Ellen Natalia",female,18,0,0,347087,7.775,,S,,,
3,no,"Gustafsson, Mr. Karl Gideon",male,19,0,0,347069,7.775,,S,,,"Myren, Sweden New York, NY"
3,no,"Birkeland, Mr. Hans Martin Monsen",male,21,0,0,312992,7.775,,S,,,"Brennes, Norway New York"
3,no,"Larsson-Rondberg, Mr. Edvard A",male,22,0,0,347065,7.775,,S,,,
3,no,"Aronsson, Mr. Ernst Axel Algot",male,24,0,0,349911,7.775,,S,,,"Sweden Joliet, IL"
3,no,"Lindahl, Miss. Agda Thorilda Viktoria",female,25,0,0,347071,7.775,,S,,,
3,no,"Petterson, Mr. Johan Emil",male,25,1,0,347076,7.775,,S,,,
3,no,"Andersson, Mr. Johan Samuel",male,26,0,0,347075,7.775,,S,,,"Hartford, CT"
3,no,"Bengtsson, Mr. John Viktor",male,26,0,0,347068,7.775,,S,,,"Krakudden, Sweden Moune, IL"
3,no,"Henriksson, Miss. Jenny Lovisa",female,28,0,0,347086,7.775,,S,,,
3,no,"Larsson, Mr. Bengt Edvin",male,29,0,0,347067,7.775,,S,,,
3,no,"Johansson, Mr. Karl Johan",male,31,0,0,347063,7.775,,S,,,
3,no,"Johnson, Mr. Malkolm Joackim",male,33,0,0,347062,7.775,,S,,37,
3,no,"Andersson, Miss. Ida Augusta Margareta",female,38,4,2,347091,7.775,,S,,,"Vadsbro, Sweden Ministee, MI"
3,no,"Svensson, Mr. Johan",male,74,0,0,347060,7.775,,S,,,
3,no,"Pedersen, Mr. Olaf",male,29.88113,0,0,345498,7.775,,S,,,
3,no,"Rommetvedt, Mr. Knud Paust",male,29.88113,0,0,312993,7.775,,S,,,
3,no,"Fischer, Mr. Eberhard Thelander",male,18,0,0,350036,7.7958,,S,,,
3,no,"Brobeck, Mr. Karl Rudolf",male,22,0,0,350045,7.7958,,S,,,"Sweden Worcester, MA"
3,no,"Johansson, Mr. Erik",male,22,0,0,350052,7.7958,,S,,156,
3,no,"Svensson, Mr. Olof",male,24,0,0,350035,7.7958,,S,,,
3,no,"Carlsson, Mr. August Sigfrid",male,28,0,0,350042,7.7958,,S,,,"Dagsas, Sweden Fower, MN"
3,no,"Nosworthy, Mr. Richard Cater",male,21,0,0,A/4. 39886,7.8,,S,,,
3,no,"Kelly, Mr. James",male,34.5,0,0,330911,7.8292,,Q,,70,
3,no,"O'Brien, Mr. Timothy",male,29.88113,0,0,330979,7.8292,,Q,,,
3,no,"Goldsmith, Mr. Nathan",male,41,0,0,SOTON/O.Q. 3101263,7.85,,S,,,"Philadelphia, PA"
3,no,"Vestrom, Miss. Hulda Amanda Adolfina",female,14,0,0,350406,7.8542,,S,,,
3,no,"Klasen, Mr. Klas Albin",male,18,1,1,350404,7.8542,,S,,,
3,no,"Andreasson, Mr. Paul Edvin",male,20,0,0,347466,7.8542,,S,,,"Sweden Chicago, IL"
3,no,"Braf, Miss. Elin Ester Maria",female,20,0,0,347471,7.8542,,S,,,"Medeltorp, Sweden Chicago, IL"
3,no,"Jensen, Mr. Hans Peder",male,20,0,0,350050,7.8542,,S,,,
3,no,"Vendel, Mr. Olof Edvin",male,20,0,0,350416,7.8542,,S,,,
3,no,"Hansen, Mr. Henry Damsgaard",male,21,0,0,350029,7.8542,,S,,69,
3,no,"Nilsson, Mr. August Ferdinand",male,21,0,0,350410,7.8542,,S,,,
3,no,"Augustsson, Mr. Albert",male,23,0,0,347468,7.8542,,S,,,"Krakoryd, Sweden Bloomington, IL"
3,no,"Carlsson, Mr. Carl Robert",male,24,0,0,350409,7.8542,,S,,,"Goteborg, Sweden Huntley, IL"
3,no,"Hansen, Mr. Henrik Juul",male,26,1,0,350025,7.8542,,S,,,
3,no,"Jonsson, Mr. Nils Hilding",male,27,0,0,350408,7.8542,,S,,,
3,no,"Olsson, Mr. Nils Johan Goransson",male,28,0,0,347464,7.8542,,S,,,
3,no,"Johansson, Mr. Nils",male,29,0,0,347467,7.8542,,S,,,
3,no,"Olsson, Miss. Elina",female,31,0,0,350407,7.8542,,S,,,
3,no,"Karlsson, Mr. Julius Konrad Eugen",male,33,0,0,347465,7.8542,,S,,,
3,no,"Jensen, Mr. Niels Peder",male,48,0,0,350047,7.8542,,S,,,
3,no,"Zimmerman, Mr. Leo",male,29,0,0,315082,7.875,,S,,,
3,no,"Burns, Miss. Mary Delia",female,18,0,0,330963,7.8792,,Q,,,"Co Sligo, Ireland New York, NY"
3,no,"Foley, Mr. Joseph",male,26,0,0,330910,7.8792,,Q,,,"Ireland Chicago, IL"
3,no,"Barry, Miss. Julia",female,27,0,0,330844,7.8792,,Q,,,"New York, NY"
3,no,"Linehan, Mr. Michael",male,29.88113,0,0,330971,7.8792,,Q,,,
3,no,"Lockyer, Mr. Edward",male,29.88113,0,0,1222,7.8792,,S,,153,
3,no,"Mahon, Miss. Bridget Delia",female,29.88113,0,0,330924,7.8792,,Q,,,
3,no,"Alexander, Mr. William",male,26,0,0,3474,7.8875,,S,,,"England Albion, NY"
3,no,"Dika, Mr. Mirko",male,17,0,0,349232,7.8958,,S,,,
3,no,"Cor, Mr. Liudevit",male,19,0,0,349231,7.8958,,S,,,Austria
3,no,"Petroff, Mr. Nedelio",male,19,0,0,349212,7.8958,,S,,,
3,no,"Stoytcheff, Mr. Ilia",male,19,0,0,349205,7.8958,,S,,,
3,no,"Minkoff, Mr. Lazar",male,21,0,0,349211,7.8958,,S,,,
3,no,"Naidenoff, Mr. Penko",male,22,0,0,349206,7.8958,,S,,,
3,no,"Vovk, Mr. Janko",male,22,0,0,349252,7.8958,,S,,,
3,no,"Jonkoff, Mr. Lalio",male,23,0,0,349204,7.8958,,S,,,
3,no,"Mineff, Mr. Ivan",male,24,0,0,349233,7.8958,,S,,,
3,no,"Dantcheff, Mr. Ristiu",male,25,0,0,349203,7.8958,,S,,,"Bulgaria Chicago, IL"
3,no,"Delalic, Mr. Redjo",male,25,0,0,349250,7.8958,,S,,,
3,no,"Angheloff, Mr. Minko",male,26,0,0,349202,7.8958,,S,,,"Bulgaria Chicago, IL"
3,no,"Balkic, Mr. Cerin",male,26,0,0,349248,7.8958,,S,,,
3,no,"Bostandyeff, Mr. Guentcho",male,26,0,0,349224,7.8958,,S,,,"Bulgaria Chicago, IL"
3,no,"Cor, Mr. Ivan",male,27,0,0,349229,7.8958,,S,,,Austria
3,no,"Danoff, Mr. Yoto",male,27,0,0,349219,7.8958,,S,,,"Bulgaria Chicago, IL"
3,no,"Hendekovic, Mr. Ignjac",male,28,0,0,349243,7.8958,,S,,306,
3,no,"Mionoff, Mr. Stoytcho",male,28,0,0,349207,7.8958,,S,,,
3,no,"Petranec, Miss. Matilda",female,28,0,0,349245,7.8958,,S,,,
3,no,"Karaic, Mr. Milan",male,30,0,0,349246,7.8958,,S,,,
3,no,"Pavlovic, Mr. Stefo",male,32,0,0,349242,7.8958,,S,,,
3,no,"Drazenoic, Mr. Jozef",male,33,0,0,349241,7.8958,,C,,51,"Austria Niagara Falls, NY"
3,no,"Markun, Mr. Johann",male,33,0,0,349257,7.8958,,S,,,
3,no,"Cor, Mr. Bartol",male,35,0,0,349230,7.8958,,S,,,Austria
3,no,"Markoff, Mr. Marin",male,35,0,0,349213,7.8958,,C,,,
3,no,"Turcin, Mr. Stjepan",male,36,0,0,349247,7.8958,,S,,,
3,no,"Rekic, Mr. Tido",male,38,0,0,349249,7.8958,,S,,,
3,no,"Sivic, Mr. Husein",male,40,0,0,349251,7.8958,,S,,,
3,no,"Dintcheff, Mr. Valtcho",male,43,0,0,349226,7.8958,,S,,,
3,no,"Demetri, Mr. Marinko",male,29.88113,0,0,349238,7.8958,,S,,,
3,no,"Denkoff, Mr. Mitto",male,29.88113,0,0,349225,7.8958,,S,,,"Bulgaria Coon Rapids, IA"
3,no,"Gheorgheff, Mr. Stanio",male,29.88113,0,0,349254,7.8958,,C,,,
3,no,"Ilieff, Mr. Ylio",male,29.88113,0,0,349220,7.8958,,S,,,
3,no,"Ivanoff, Mr. Kanio",male,29.88113,0,0,349201,7.8958,,S,,,
3,no,"Kraeff, Mr. Theodor",male,29.88113,0,0,349253,7.8958,,C,,,
3,no,"Laleff, Mr. Kristo",male,29.88113,0,0,349217,7.8958,,S,,,
3,no,"Lyntakoff, Mr. Stanko",male,29.88113,0,0,349235,7.8958,,S,,,
3,no,"Matinoff, Mr. Nicola",male,29.88113,0,0,349255,7.8958,,C,,,
3,no,"Mitkoff, Mr. Mito",male,29.88113,0,0,349221,7.8958,,S,,,
3,no,"Nankoff, Mr. Minko",male,29.88113,0,0,349218,7.8958,,S,,,
3,no,"Nenkoff, Mr. Christo",male,29.88113,0,0,349234,7.8958,,S,,,
3,no,"Petroff, Mr. Pastcho (""Pentcho"")",male,29.88113,0,0,349215,7.8958,,S,,,
3,no,"Plotcharsky, Mr. Vasil",male,29.88113,0,0,349227,7.8958,,S,,,
3,no,"Radeff, Mr. Alexander",male,29.88113,0,0,349223,7.8958,,S,,,
3,no,"Sdycoff, Mr. Todor",male,29.88113,0,0,349222,7.8958,,S,,,
3,no,"Slabenoff, Mr. Petco",male,29.88113,0,0,349214,7.8958,,S,,,
3,no,"Staneff, Mr. Ivan",male,29.88113,0,0,349208,7.8958,,S,,,
3,no,"Todoroff, Mr. Lalio",male,29.88113,0,0,349216,7.8958,,S,,,
3,no,"Alhomaki, Mr. Ilmari Rudolf",male,20,0,0,SOTON/O2 3101287,7.925,,S,,,"Salo, Finland Astoria, OR"
3,no,"Pekoniemi, Mr. Edvard",male,21,0,0,STON/O 2. 3101294,7.925,,S,,,
3,no,"Sivola, Mr. Antti Wilhelm",male,21,0,0,STON/O 2. 3101280,7.925,,S,,,
3,no,"Heininen, Miss. Wendla Maria",female,23,0,0,STON/O2. 3101290,7.925,,S,,,
3,no,"Ilmakangas, Miss. Pieta Sofia",female,25,1,0,STON/O2. 3101271,7.925,,S,,,
3,no,"Peltomaki, Mr. Nikolai Johannes",male,25,0,0,STON/O 2. 3101291,7.925,,S,,,
3,no,"Ilmakangas, Miss. Ida Livija",female,27,1,0,STON/O2. 3101270,7.925,,S,,,
3,no,"Gustafsson, Mr. Johan Birger",male,28,2,0,3101277,7.925,,S,,,"Ruotsinphytaa, Finland New York, NY"
